,docs,target,TR,GF
182,way connect pointing device serial port have not try believe interfere time switch look computer shopper available fairly cheap allow switch serial device single port unfortunately poster want use internal external modem switch be not go help be not com port define different com port define internal modem com external modem com should nt worry interrupt conflict will not modem time,1,"['switch', 'port', 'device', 'modem', 'time', 'com', 'poster', 'computer', 'look', 'shopper', 'help', 'pointing', 'way', 'conflict']","['com', 'modem', 'port', 'define', 'time', 'switch', 'external', 'internal', 'serial', 'device']"
183,trh hope you re go flame coutesy trh give courteous receive courtesy return person instead post bad argument see prochristian people I ve know jesuit laugh face present argument lets ignore fact true trilemma moment nice word maddi original real word concentrate liar lunatic argument claim follow liar let thousand people look ron hubbard probably think liar conartist look thousand people follow dianetics scientology think baker swaggert televangelist lie time look number follower lunatic good example hitler obviously insane advisor certainly think country entralle come close rule europe german give life day follower amazed people try use argument obviously wrong,0,"['people', 'argument', 'liar', 'follower', 'courtesy', 'return', 'word', 'fact', 'advisor', 'country', 'insane', 'entralle', 'rule', 'hitler', 'trh', 'europe', 'number', 'example', 'time', 'lie']","['people', 'argument', 'liar', 'look', 'think', 'trh', 'word', 'thousand', 'follower', 'obviously', 'follow', 'lunatic']"
184,define perfect foot mouth wonder catholic christian fact contradiction unresolvable reason atheist believe believe similar sentence long time show power religion claim follow definition evil ordinarily let evil happen allow evil place place cause evil evil omniscient attribute god know creature omnipotent create choice leave know course event fix omniscient extend argument james tim omnipotent free say choice scenario give define free imagine follow good being harm easily implement make appreciate object good deed do not long feel absence good evil case argue conceivable omnipotent omnipotent want logically consistent pet idea omnipotent deletion bible describe omniscient omnipotent god destroy credibility bible,0,"['omnipotent', 'omniscient', 'choice', 'god', 'contradiction', 'reason', 'atheist', 'sentence', 'time', 'place', 'power', 'bible', 'fact', 'religion', 'claim', 'deed', 'absence', 'imagine', 'harm', 'object']","['omnipotent', 'evil', 'good', 'omniscient', 'believe', 'place', 'free', 'bible', 'know', 'god', 'choice', 'long', 'follow', 'define']"
185,reprint leave chapter book vision future include reprint chapter probably interest reader forum include current technique development computer art franz szabo forge career sculptor career computer programmer stewart dickson fractal genetic future joel jeffrey happy send free reprint researcher scholarly purpose reprint run send address,1,"['reprint', 'computer', 'future', 'career', 'chapter', 'purpose', 'researcher', 'franz', 'art', 'szabo', 'sculptor', 'development', 'technique', 'happy', 'stewart', 'programmer', 'reader', 'interest', 'jeffrey', 'forum']","['reprint', 'career', 'chapter', 'send', 'include', 'computer', 'future']"
186,kind argument cry comment god create disease responsible malady newborn god create life accord protein code mutable evolve delve deep discussion creationism evolutionism god create original genetic code perfect flaw evidence code perfect degraded evidence favour statement should not big imperfection code noncoding region intron call intervene code region exon impressive evidence suggest intron ancient origin likely early exon represent early protein domain number intron decrease increase appear intron loss occur specie common ancestry usually similar exonintron structure gene hand possibility intron insert later present logical difficulty intron remove splicing mechanism present unused intron insert intron insertion require precise target random insertion tolerate sequence intron removal selfsplice mrna conserve transposition sequence usually leave trace long terminal repeat target site duplication find near intron sequence seriously recommend read textbook molecular biology genetic post theological argument like try watson molecular biology gene darnell lodish baltimore molecular biology cell starter remember question pose theological context god cause disease newborn answer likewise theological perspective valid purely scientific perspective different scientific perspective support evidence theological perspective fail fulfil criterion think misread meaning say god genetic code perfect do not mean perfect certainly evolve bad cite reference support assertion assertion valid scientific perspective support evidence fact claim parasite disease important we ve think instance sex evolve defence parasite view support computer simulation evolution tierra think high energy ray like xray gamma ray cosmic ray cause damage fact thermal energy damage usually mild easily fix enzymatic action actually know atmosphere like time god create life accord recollection biologist claim life begin billion year ago half billion year earth create primitive support life remember figure like billion year ago origination life earth well estimate replace create form need invoke creator earth form recent estimate age earth range billion year early sign life true fossil organic stromatolitelike layer date billion year leave billion year cell evolve sorry can not reference base course evolutionary biochemistry attend dominion great feat satan genetically engineer disease bacterialviral genetic force natural selection tend improve survivability specie degeneration genetic code tend offset want true evidence suppose degeneration understand scotts reaction excuse farfetched know jesting know pathogen know point mutation know come spontaneously response statement believe accept fact know hope do not forget evidence suggests come spontaneously evidence conclusion science believe healthy sign doubt disbelieve right path walk look evidence present one conclusion prior theology use method seriously doubt come right conclusion human dna complex tend accumulate error adversely affect wellbee ability fight disease simple dna bacteria virus tend efficient cause infection disease bad combination newborn suffer genetic viral bacterial diseasesdisorder suppose purpose valid bacteria virus exist cause disease manifests general principle evolution replication save replicator degradiation efficient method dna survive replicate efficient method do not present time present evidence claim human dna degrade evolutionary process people claim opposite true suppressed selection bind degrade have not see evidence claim ask relevant discussion answer johns question genetic disease bacterial viral disease require baby develop antibody god fault original question course evil god fault explanation work fail miserably right fact do not know satan responsible suppose powerful evil like satan exist inconceivable responsible ill affect mankind do not think well job pun intend problem satan necessary explain disease inevitable product evolution like bad inference actually you ve oversimplify say point summary word take new context say people mean presumably god punish get disease free moral choice attendent consequence mankind choose reject god people begin expect god protect adverse event entropic universe expect god exist expect leave like hear believe choice free interesting philosophical question answer clearcut consequence expect reject allah admit perfect work good library bookstore good starting point price tea china question provide answer biology genetic fine subject important scientific endeavor explain god create set life process do not explain creation life subsequent evolution proposition support evidence recommend book need invoke prime mover evidence universe come existence intervention recent cosmological theory hawking suggest people insist thank scotty fine sagely advice highly motivated learn nittygritty detail biology genetic sure find fascinating subject realize detail change big picture god create life beginning ability change adapt environment sorry evidence big picture need create capable adaptation come existence supreme try read atkins creation revisit freeman petri,0,"['evidence', 'god', 'intron', 'disease', 'life', 'code', 'biology', 'evolution', 'question', 'year', 'people', 'dna', 'fact', 'satan', 'sequence', 'support', 'answer', 'point', 'earth', 'evolve']","['intron', 'billion', 'year', 'perspective', 'expect', 'earth', 'theological', 'dna', 'ray', 'molecular', 'sequence', 'conclusion', 'efficient', 'method', 'explain', 'assertion', 'good', 'region', 'insertion', 'damage']"
187,argument go follow qoid quote appear john codify way matthew luke consider similar point knowledge entirely different source talk date text age author usual explanation time order mark matthew luke consider respective age say matthew read text mark luke matthew probably mark assume john know content luke text evidence overwhelming admittedly shed doubt order put john rest sure original card sender receiver fine what s suppose miss john disciple generally accept style language theology usually counterargument argument john disciple rely claim gospel john evidence step generation remove bad time compare report similar event century illiterate society speak believer necessarily good source word know original mark look like argument base mark pretty weak,0,"['john', 'mark', 'luke', 'matthew', 'text', 'source', 'disciple', 'time', 'evidence', 'order', 'age', 'argument', 'society', 'century', 'event', 'speak', 'miss', 'report', 'believer', 'receiver']","['mark', 'matthew', 'argument', 'john', 'luke', 'text', 'disciple', 'original', 'age', 'consider', 'know', 'source', 'evidence', 'similar', 'time', 'order']"
188,job opportunity serisystem engineering research institute kistkorea institute science technology look resume follow position need end june interested send resume cadcae lab floor systems engineering research institute korea institute science technology yousunggu eoeundong daejon korea company systems engineering research institute title senior research scientist job description depth knowledge work knowledge computer aid design work knowledge computer graphic work knowledge virtual reality skill require desirable knowledge datum model virtual reality experience understand clientserver architecture requirement phd job location daejon korea contact info chulho lim cadcae lab floor systems engineering research institute korea institute science technology yousunggu eoeundong daejon korea,1,"['knowledge', 'korea', 'job', 'institute', 'research', 'engineering', 'reality', 'work', 'daejon', 'technology', 'lab', 'systems', 'floor', 'science', 'computer', 'end', 'june', 'need', 'position', 'architecture']","['korea', 'knowledge', 'institute', 'research', 'work', 'engineering', 'daejon', 'technology', 'science', 'systems', 'computer', 'reality', 'resume', 'job', 'virtual', 'eoeundong', 'yousunggu', 'floor', 'lab', 'cadcae']"
189,era aid be not someone fucking everyone interest semi propose motto recently glorious state maryland state state song refer abraham lincoln tyrant people get wound state motto inherit calvert fatti maschii parole femine read italian say manly deed womanly word effect state long ago woman seven representative represent problem official solution change translation mean strong deed gentle word personal suggestion change walk softly carry big stick,0,"['state', 'word', 'motto', 'change', 'deed', 'translation', 'people', 'wound', 'lincoln', 'tyrant', 'problem', 'inherit', 'fatti', 'calvert', 'representative', 'parole', 'woman', 'solution', 'effect', 'maschii']","['state', 'change', 'deed', 'word', 'motto']"
190,definitely horrible death result atheist theist sure bobby list atheist fail recognize theist equally proficient genocide bit weak history somone like list war causedle theist think hitler claim christian example complete list probably effective show bobby absurd statement note notice sign post peace advice leave atheist peace belief nanci,0,"['list', 'theist', 'peace', 'advice', 'sign', 'notice', 'note', 'fail', 'statement', 'example', 'post', 'history', 'war', 'causedle', 'hitler', 'genocide', 'bit', 'somone', 'atheist', 'result']","['atheist', 'peace', 'theist', 'list', 'bobby']"
191,sazhookcorpmotcom szdoe anybody know program convert gif file bmp file szand ftp help greatly szappreciate sure great shareware program graphic workshop new version do not know ftp convert format thing vtell,1,"['convert', 'program', 'ftp', 'file', 'version', 'workshop', 'bmp', 'shareware', 'gif', 'szdoe', 'format', 'sazhookcorpmotcom', 'thing']","['file', 'convert', 'ftp', 'know', 'program']"
192,true news medium entrance new gizmos military mention tape video transmission missile zero target later especially bunk civilian hit change tone do not stomach reality war innocent people die maim warfare like progulfwar long nice clean smart missile drop military hqs picture dead die maim civilian start crop naive hypocrite discussion blanketbombe abomb delete say militarily justify comment understand meaning morally justify apologize wonder I ve think bomb drop japan island fortress truk good inpenatrable military target second bomb could ve hold use industrial center need digress yes hear find evidence war btw japan seriously consider surrender bomb unfortunately military junta win moderate reject uss ulimatum second bomb drop unfortunate imo do not regret fact military decision affect life innocent people regret circumstance decision necessary regret suffering cause decision actually fact situation exist prompt allied action backwater country take backwat country probably would not intervene do nt care can not world policman coup occur kuwait instead invasion would not act imminent danger perceive saudi arabia combination unprovoked invasion genocidal tyrant potential danger west oil interest cause action setting strawman want argue war logical alternative allow hussein kuwait diplomatic alternative include sanction ineffective sense yes probably idea end hitler lead nation suffer rest bother world evil circumstance perfect innocent suffer wrongful action regretable that s thewayitis perfect solution probably savior world can not police country decide selfdestruct invade strategic position relief tibet east timor place tell stop ill support agree present policy sucking agree deplorable suppose reflect population locale trial hold normally crime commit party convince judge change venue order expert california law law way system set criticize system let unfounded allegation racial prejudice throw point fact black jury rodney king black totally irrelevant german peer do not mean thing like have murderer judge murderer mean have people station life presumably well position understand defendent motivation grant reasoning logical argument discussion court law medium totally monolithic prevail liberal bias program macneillehrer news hour try balanced fair reporting news conservative source know look hurrah rush btw word conspiracy do not accept far evidence theory allpervade liberal conspiracy attempt news source hardly do nt good thing kill innocent people end unfortunately do not live perfect world perfect solution going resist tyranny innocent people side go suffer die do not unfortunate necessary agree evil sense cause pain suffering sure unnecessary conclusion arrive evaluate factor involve unnecessary let know do not mean decision bomb do not necessary rarely know consequence action make decision time necessary ahead do not assume feel bombing morally justified do not do not condemn difficult decision difficult circumstance certainly position moral relativist absolutist position judge defer judgment wrong moral necessary making decision bring quick end war simply refuse condemn decision day stand jesus account word action discourse forum understand ramification prepare do not believe claim btw reason bring blanketbombe germany bemoan iraqi civilian casualty deplorable blanket bombing institute bombing be not accurate hit industrialmilitary target decisive way method time gulf war precision bombing norm point big stink relatively civilian casualty result spite precision bombing civilian proportionately quantitatively die blanket bombing precision bombing mistake happen civilian suffer civilian suffer war iany history iraqi civilian go live minimal interference allied air raid story hundred thousand iraqi civilian dead plain bunk yes bunk lose servicemen year majority directly involve fighting expect swallow hundred thousand civilian iraqis die war last month ally precise bomb create hogwash hundred thousand iraqi civilian die action hussein take people allied bombing regard,0,"['decision', 'war', 'bomb', 'bombing', 'action', 'people', 'news', 'civilian', 'judge', 'position', 'target', 'law', 'bunk', 'world', 'blanketbombe', 'precision', 'circumstance', 'discussion', 'country', 'fact']","['bombing', 'military', 'people', 'iraqi', 'regret', 'precision', 'thousand', 'law', 'bunk', 'drop', 'murderer', 'difficult', 'system', 'justify', 'unnecessary', 'alternative', 'black', 'moral', 'missile', 'maim']"
193,happy discuss issue imam preference discussion newsgroup feel philosophy religion group appropriate topic deeply embed world view islam esoteric teachings prophet heresy enter islam exoteric religion nominally concern metaphysical substance man nature good introductory book fact good introductory book islam general murtaza mutahharis fundamental islamic think god man universe mizan press translate campbell truly beautiful book followup book find decent translation wilaya station master author think go title master mastership small book transcription lecture author introduction beautiful psalms islam translate william chittick available muhammadi trust great britain excellent introduction subject books university library imagine stock university library post fairly verse sunni thought seek know shiite think knowledgeable shiite author respect charge heresy level,0,"['islam', 'book', 'author', 'religion', 'man', 'translate', 'introduction', 'heresy', 'master', 'library', 'university', 'introductory', 'preference', 'discussion', 'newsgroup', 'imam', 'philosophy', 'respect', 'trust', 'great']","['author', 'book', 'think', 'islam', 'shiite', 'university', 'library', 'master', 'introductory', 'good', 'heresy', 'introduction', 'religion', 'beautiful', 'translate', 'man']"
194,new alternative scout unacceptable bsa reason religious sexual preference boyd critz iii compuservecom subject enviroleague birth announcement march earth forum compuserve information service formal announcement enviroleague new youth movementenviroleague recently bear accord founder boyd critz iii cis peoria illinois enviroleague exist education youth male female matter concern value related responsibility environment incorporate illinois notforprofit corporation article initial application service mark file accord critz draft bylaw contain follow statement mission objective mission mission enviroleague adult member foster implement improved education young people need conduct live steward earth leave earth well condition find act responsible moral ethical user environment pursue accomplishment mission enviroleague shall seek serve catalyst focus common cause separate effort group desire preservation improvement responsible use environment live objective pursuit mission enviroleague primary objective shall establish movement involve environmentally concerned organization possible say movement have primary focus education participatory involvement young people appropriate area environmental concern develop provide organization branch complement program material use include suitable uniform insignia badge write idea syllabi information literature item shall appropriate desirable serve clear house exchange program idea material information say organization assist environmentally concerned organization recruit train necessary adult leadership youth program enviroleague operate program division serve youth elementary middle high school grade respectively service shall formation enviroleague team enviroleague environmentally conscious organization local branch wish charter use program develop enviroleague enviroleague develop control actual adult leader local team nationally impose obstacle membership adult leadership status base relevant improper conduct organization accept charter impose certain additional standard use program material organization enviroleague commit form soon possible new nearby team have restriction particularly youth membership enviroleague operate principle youth contribute develop program youth leader team middle high school youth involve govern local administrative group high school youth involve similar function national level program material development time copy draft portion mentor manual manual adult leadership earth forum library file update development take place compuserve particularly proud enviroleague founder choose electronic medium public announcement formation announcement simultaneously outdoor earth forum electronic home enviroleague compuserve earth forum earth message library area name enviroleague subsequently enviroleague initial governance council hold meeting boyd critz elect enviroleague chief guardian equivalent chairman board ceo reach home case real need mail address enviroleague box peoria interested start enviroleague team establish contact receive diskette ibm do ascii initial information,0,"['enviroleague', 'youth', 'program', 'organization', 'adult', 'critz', 'earth', 'team', 'environment', 'information', 'use', 'mission', 'material', 'boyd', 'forum', 'education', 'announcement', 'service', 'leadership', 'draft']","['mission', 'information', 'team', 'announcement', 'forum', 'initial', 'boyd', 'local', 'objective', 'school', 'manual', 'movement', 'iii', 'electronic', 'illinois', 'development', 'impose', 'primary', 'idea', 'charter']"
195,want start right christian make sense read tony campollos book liar lunatic real thing little title write book effort destroy christianity process christian sound like say conspiracy organization belong book say jesus liar crazy modern day koresh actually say logic alert artificial trifercation possible explaination exist good point group impossible amalgam number different myth mithra come mind reason would not liar follow die lie would not people able tell liar people gather keep gather hearing see heal fool believe heal people logic alert argument incredulity hard believe do not mean be not true liar pursuasive look koresh site follower do not think fake show willing die give getting shoot koresh show die believe far healing go remem right healing attribute consistent different gospel heal faith healer pull today early gospel be not compel story get big appeal well niether lunatic entire nation draw crazy doubtful fact rediculous example draw david koresh obviously fool logical people right away be not liar lunatic real thing exist number thing logical pitfall use flawed logic like fall bifurcation tri quad etc valid proceed step person show conclusively alternative possible agree give set argument alternative presentent likely true deduce exclude possible alternative show set inclusive conclusion basis incomplete set invalid true choice original choice give valid alternative conclusion real mccoy be not alternative long valid thing note fulfilled load prophecy psalm isaiah hrs betrayal crucifixion do not bible moment time write use rabbi know prophecy would not great shake sure list action fullfill prophecy compeling set clear explicit prophecy absolutely knowledge fullfille do not think people understand christian certainly lot church think way life total sacrafice god sake love die save hey can not god inspire turn life that s tuff people do not want real christian strong persevere like weight lift guitar play drum take time do nt rush day christianity life go church week help poor people box time unit work time sport social life god box carry box create agree buy load mythology say seriously say total way life little respect xian do not myth true true entirity pick choose lot leave bad taste mouth jim james felder sverdrup technologyinc phone nasa lewis research center cleveland ohio email jfelderlercnasagov people drink fountain knowledge people gargle,0,"['people', 'life', 'koresh', 'prophecy', 'time', 'thing', 'book', 'liar', 'logic', 'die', 'box', 'gospel', 'argument', 'lot', 'number', 'god', 'use', 'christianity', 'load', 'day']","['people', 'alternative', 'life', 'prophecy', 'true', 'book', 'box', 'time', 'set', 'god', 'believe', 'valid', 'heal', 'choice', 'gather', 'healing', 'gospel', 'draw', 'conclusion', 'logical']"
196,read faq read faq yes would not post drivel lord liar lunatic argument false trilemma disprove liar lunatic have not eliminate possibility mistake misdirect misunderstood arbitrarily set possibility consider read good book rhetoric critical thinking think lord liar lunatic discussion example good argument need learn read faq especially construct logical argument ignore instruction peril disobeying leave open righteous flame maddi hausmann madhausnetcomcom centigram communications corp san jose california,0,"['liar', 'argument', 'possibility', 'lunatic', 'faq', 'lord', 'corp', 'communications', 'centigram', 'madhausnetcomcom', 'san', 'hausmann', 'maddi', 'flame', 'peril', 'jose', 'mistake', 'rhetoric', 'thinking', 'misunderstood']","['read', 'faq', 'argument', 'liar', 'lunatic', 'possibility', 'good', 'lord']"
197,decision try ruling legal consequence islamic law law obvious enforce judgment distinct make judgment example judgment world court internationally recognize tribunal judgment physical economic effect important despite fact judgment enforce course read thread post course sort anarchism anarchism explicitly islam thank reason response point I ve make thread,0,"['judgment', 'enforce', 'course', 'thread', 'anarchism', 'law', 'reason', 'thank', 'response', 'islam', 'post', 'fact', 'effect', 'court', 'sort', 'example', 'point', 'world', 'consequence', 'decision']","['anarchism', 'judgment', 'law', 'course', 'thread', 'enforce']"
198,archivename atheismfaq altatheismarchivename faq lastmodifie april version altatheism frequentlyaske question file contain response article occur repeatedly altatheism point cover one cover introduction atheism advise read article post answer intend exhaustive definitive purpose periodic faq posting stifle debate raise level concern question be not cover answer give feel free point overview content purpose newsgroup hitler atheist bible prof pascal wager occam razor good believe jesus know god exist einstein god play dice worship causeless cause universe complex design independent evidence bible true godel incompleteness theorem george bush atheism patriotism know hell biblical contradiction want usa christian nation usa christian nation subject purpose newsgroup typical posting newsgroup atheism atheist organize group discuss response thing discuss include reasonable feign theism order avoid upsetting one family prayer school discrimination atheist sunday trading law satanic child abuse myth overt atheist stay closet religious society prey sic new college student rid unwanted proselytizer religion danger society andor individual people atheist course inevitably altatheism tend attract evangelical christian look convert reader newsgroup do not want preach derive perverse pleasure tear apart particularly illconsidere uninformed posting subject hitler atheist typical posting hitler atheist look response adolf hitler emphatically atheist say folkishminded man particular sacred duty denomination make peoplestopjusttalke superficiallyofgodswillandactuallyfulfillgodswilland notletgodswordbedesecratedorig ital god give man form essence ability destroy work declare war lord creation divine let man active denomination let man sacred duty oppose activity word deed step outside confine religious community try butt today believe acting accordance almighty creator bydefendingmyselfagainstthejewiam fightingfortheworkofthelordorig ital adolf hitler mein kampf trans ralph mannheim course bad believe belief wrong entirely possible hitler lie claim believe god certainly can not conclude he s atheist subject bible prove typical post bible say response reader altatheism feel bible questionable accuracy write thousand year ago author record oral tradition exist year claim truth questionable legitimacy be not bible truth simply truth examine accept reader group feel passage subject interpretation claim passage mean thing thing legitimate note feeling tend extend book remarkable atheist theist tend ignore equally plausible religious book favour religion subject pascal wager typical posting believe god turn incorrect lose do nt believe god turn incorrect hell foolish atheist response argument know pascal wager flaw firstly indicate religion follow mutually exclusive contradictory religion describe avoid wrong hell problem person follower religion end religion version hell secondly statement believe god turn incorrect lose true suppose you re believe wrong god true god punish foolishness consider death result people reject medicine favour prayer flaw argument base assumption possibility equally likely comparable likelihood fact possibility god close zero argument persuasive sadly argument likely convince believe feel intellectually honest people belief base evidence intuition matter costbenefit analysis formally speak argument consist statement know god exist believe god bad one eternal soul god exist believe god consequence god exist one interest believe god approach argument view assumption consequence problem approach abstract create information information consider invalid information theory statement indicate information god statement indicate beneficial information gain absolute lack information god violate information entropy information extract information cost alternative approach claim assumption problem basically assumption state christian position christian agree assumption argument collapse christian interest believe god vacuous tautology way pascal intend argument view big reason pascal wager failure god omniscient certainly know belief believe wager spurn assume actually care people believe subject occam razor typical post people talk occam razor response william occam formulate principle know occam razor original form say multiply entity unnecessarily explain suppose existence entity nowadays people refer occam razor generally express generally example simplest solution relevance atheism look possible explanation incredibly intricate complex universe come result natural process incredibly intricate complex universe god create universe clearly god nonzero complexity give explanation fit fact occam razor suggest simple solution number unfortunately argue simple solution be not incredibly intricate complex universe imagine option lead logically solipsism people find unacceptable subject good believe jesus typical posting want tell people virtue benefit religion response preach appreciated feel free talk religion write posting conversion theme posting belong altatheism reject altatheismmoderate try newsgroup talkreligionmisc doubtless welcome posting atheist favourite newsgroup attempt convert unto unto theist basic claim god form lengthy analogy parable aware atheist hear god know basic claim sole purpose parable tell atheist god exist bring salvation post tell tell subject know god exist typical posting know personal experience prayer god exist response theist personal evidence worship exist atheist personal evidence being exist evidence vary person person furthermore wish dismiss evidence hand people claim kind unlikely thing abduct ufos visit ghost elvis subject einstein god play dice typical posting albert einstein believe god think you re cleverer response einstein comment god play dice universe quotation commonly mention einstein believe christian god way context refer einstein refusal accept uncertainty indicate quantum theory furthermore einstein religious background jewish christian well quotation show einstein think god follow believe spinozas god reveal orderly harmony exist god concern fate action human being einstein unable accept quantum theory belief objective orderly reality reality subject random event dependent observer believe incomplete well theory need statistical interpretation far well theory find evidence suggest long quote einstein appear science philosophy religion symposium publish conference science philosophy religion relation democratic way life inc new york man imbue order regularity event firm conviction room leave order regularity cause different nature rule human rule divine exist independent cause natural event sure doctrine personal god interfere natural event refute italic real sense science doctrine refuge domain scientific knowledge able set foot convinced behavior representative religion unworthy fatal doctrine maintain clear light dark necessity lose effect mankind incalculable harm human progress struggle ethical good teacher religion stature doctrine personal god source fear hope past place vast power hand priest labor avail force capable cultivate good true beautiful humanity sure difficult incomparably worthy task course lie read religous conviction lie systematically repeat believe personal god deny express clearly call religious unbounded admiration structure world far science reveal quote albert einstein human edit helen dukas banesh hoffman publish princeton university press book believe immortality individual consider ethic exclusively human concern superhuman authority course fact einstein choose believe christianity imply christianity false subject worship typical posting worship money power god response true polytheist theist care thing atheist care atheist reaction example family worship theist subject causeless cause typical posting set integer lower bind small member chain cause element causeless cause response set real number great zero definite low bind small member true causeless cause imply cause conscious supernatural entity especially entity match description favour particular religion subject universe complex design typical posting presence design universe prove god surely do not think appear chance response know argument design matter dispute element design universe believe complexity diversity living creature earth evidence creator well advise read newsgroup talkorigin insufficient space summarize side debate conclusion scientific evidence favour socalle scientific creationism furthermore evidence observation theory explain complexity universe life earth origin argument design feeling existence incredibly intricate human improbable surely can not come chance surely external intelligence direct thing human come chaos deliberately human intelligence improbable surely existence mind capable fashion entire universe complete conscious being immeasurably unlikely approach argue favour existence creator turn apply creationist position lead familiar theme creator create universe create creator addition spiral improbability way declare creator create ask wrong say universe introduce creator stephen hawk book brief history time explain theory universe close finite extent begin end argument design state analogy socalled watchmaker argument ask imagine find watch beach assume create watchmaker evolve naturally course assume watchmaker like watch universe intricate complex argument go universe creator watchmaker analogy suffer particular flaw common argument design firstly watchmaker create watch preexist material god claim create universe sort creation clearly fundamentally different analogy weak secondly watchmaker make watch thing world walk beach find nuclear reactor would not assume create watchmaker argument suggest multitude creator responsible different creation finally watchmaker argument conclude watch nature order stand randomness nature second argument start position universe obviously random show element order watchmaker argument internally inconsistent subject independent evidence bible true typical posting event new testament confirm independent documentary evidence example response writings josephu mention independent documentary evidence early version josephuss work think mention jesus james extant version discuss john nonchristian context scholar believe original mention jesus james pass expand christian copyist reconstruction original text publish effect information appear ecclesiastical history eusebius worthless historical material deliberate falsification wily eusebius generally acknowledge thoroughly dishonest historian antiquity eusebius generally give title authorship material aside new testament biographical information jesus welldocumente information consult frequently ask question file newsgroup socreligionchristian subject godels incompleteness theorem typical posting godel incompleteness theorem demonstrate impossible bible true complete response godel incompleteness theorem say consistent formal system sufficiently expressive model ordinary arithmetic formulate expression prove valid invalid true false formal system technically speak system recursive decision procedure determine give string axiom formal system essentially system formulate know liar paradox classic liar paradox sentence ordinary english sentence false note proposition undecidable formal system deduce undecidable logic theological discussion rarely define claim godel incompleteness theorem demonstrate impossible prove disprove existence god worthless isolation trivially define formal system possible prove existence god simply have existence god state axiom unlikely view atheist convincing proof possible succeed produce formal system build axiom atheist theist agree possible godel incompleteness theorem hold system demonstrate impossible prove god exist system furthermore certainly would not tell possible prove existence god generally note hypothetical formal system tell actual existence god formal system abstraction frequent claim godel incompleteness theorem demonstrate religious text bible book mormon consistent universally applicable religious text formal system claim nonsense subject george bush atheism patriotism typical post george bush atheist consider citizen response follow exchange take place chicago airport robert sherman american atheist press george bush august sherman fully accredit reporter present invitation member press corps republican presidential nominee announce federal disaster relief illinois discussion turn presidential primary win vote americans atheist guess pretty weak atheist community faith god important surely recognize equal citizenship patriotism americans atheist do not know atheist consider citizen consider patriot nation god support sound constitutional principle separation state church yes support separation church state high atheist upi report atheist organization angry remark exchange appear boulder daily camera monday february find free enquiry magazine fall issue volume number page october sherman confrontation murnane cochairman bushquayle illinois campaign concern lawsuit sherman file stop community consolidated school district chicago illinois force firstgrade atheist son pledge allegiance flag united states nation god bush phrase follow conversation take place american atheist file pledge allegiance lawsuit yesterday bush campaign official response file bullshit bullshit american atheist rob bullshit thank tell official position bush campaign issue you re welcome bushs election american atheist write bush ask retract statement february boyden gray counsel president reply white house stationery bush substantively stand aware president religious man support atheism believe atheism unnecessarily encourage support government information contact american atheist veterans american atheist presss cameron road address subject know hell typical posting know hell hell norway response town call hell country world include norway usa whilst information mildly amusing time hear reader altatheism get pretty fed hearing week subject biblical contradiction want typical posting list biblical contradiction response american atheist press publish atheist handbook detail biblical contradiction accompany post atheist resource detail file contain biblical contradiction available archiveservermantiscouk contact file information subject usa christian nation typical post religious belief found father should not united states consider christian nation response base writing important found father clear intend christian nation quote influence fact ecclesiastical establishment society instance see erect spiritual tyranny ruin civil authority instance see uphold throne political tyranny instance guardian libertie people ruler wish subvert public liberty find establish clergy convenient auxiliary government institute secure perpetuate need james madison memorial remonstrance shudder think allude fatal example abuse grief history mankind preservedthe cross consider calamity engine grief produce john adams letter thomas jefferson history believe furnish example priestridden people maintain free civil government mark low grade ignorance political religious leader avail purpose thomas jefferson baron von humboldt conceive infinite father expect require worship praise infinitely benjamin franklin article belief act religion nov subject usa christian nation typical post true george washington say united states sense found christian religion response quotation give fact article treaty tripoli stat treaty series article government united states america sense found christian religion character enmity law religion tranquility musselman say state enter war act hostility mehomitan nation declare party pretext arise religious opinion shall produce interruption harmony exist country text find congressional record treaty collection charles bevans treatie international agreement united states america vol english text treaty tripoli approve senate june ratify president john adams june recently discover arabic version treaty lack quotation lack article altogether person translate arabic english joel barlow consul general algier close friend thomas paine opponent christianity possible barlow article arabic version article find hard new treaty tripoli ratify long contain quotation,0,"['god', 'atheist', 'response', 'religion', 'subject', 'argument', 'people', 'universe', 'evidence', 'posting', 'information', 'system', 'bush', 'creator', 'einstein', 'article', 'nation', 'newsgroup', 'file', 'version']","['system', 'watchmaker', 'formal', 'treaty', 'hitler', 'american', 'watch', 'assumption', 'doctrine', 'sherman', 'support', 'found', 'bullshit', 'truth', 'cover', 'instance', 'eusebius', 'arabic', 'incorrect', 'solution']"
